k_W_mK,L_m,h1_W_m2K,h2_W_m2K,Tinf1_C,Tinf2_C,q_flux_W_m2
309.60502381752974,0.16870366179248794,144.6394942784557,93.81789379613886,120.67784005761371,69.28012253338412,2836.896243497601
175.6074880568457,0.08983150893659819,74.63754119984063,28.177307966194846,181.59153253467048,68.23615376221373,2294.6813275994004
343.45330817256183,0.1906420571504606,171.11423187057613,115.9888182140614,70.05052442920717,12.296453419165662,3844.979646150061
278.97747482083963,0.1305081233538296,51.990546251307876,35.50362146650622,24.675960790380948,-5.967906531493917,640.1714978737779
37.761521420271045,0.02406387419853064,109.98673056689182,16.886875110081917,159.6179006631059,23.41794739877762,1975.4339588802588
390.2513784195387,0.17713350465713334,40.90714734409058,102.24022751862788,146.42797879495492,7.284993534484588,4012.1519590519747
304.47976682594214,0.09836377297532876,101.58362019523919,132.79782275909247,118.18849622135485,33.536732713726344,4783.286549438401
314.44711568025383,0.029186154626608094,34.73096925078531,171.55872474924664,166.76169135125826,97.72807310678647,1988.61208051144
51.332641706950795,0.03138533663444272,36.507831752446776,157.6529330210892,171.21518707666385,9.917850799574307,4696.269802613135
180.20933656443728,0.1378192530868645,124.38355852319306,172.1618999875269,125.82259544327128,25.076133776526582,6894.347711225286
148.38212989060924,0.010427128839168468,56.43827822427451,153.21341031007364,193.86700253370864,69.76257479515296,5103.904241434038
370.71331904055586,0.05803215921784884,38.611609180028225,142.1316823966972,149.5481505711189,46.01010611481138,3128.8677989880052
257.58166152025774,0.028817730503503756,186.30480877633926,6.976825982436428,141.83756770927317,-5.167904206927658,987.8664478140148
329.1223691470049,0.08877440849383957,13.385633894309958,127.08995080279605,85.05592266055616,7.785901997745384,932.7044156305927
177.4213381110497,0.0834564006268779,115.203881975698,28.49395180712795,92.87745102505156,20.40654414800138,1637.9154963136914
90.97276484173227,0.10485341050308233,111.91144915748673,16.440090804845507,63.36968130095204,1.3481492012931309,874.5881328195275
221.8784563276323,0.05664762949140352,53.868730508596656,35.5003696606028,157.5056912266334,59.86020659306763,2078.1084431452578
25.620520716059712,0.007376674286257262,93.29049029699948,165.5419714811413,147.77682579869133,77.15582137250027,4142.506842408046
331.0697056798336,0.12326283520050198,22.108867701113915,150.05063165450417,79.58398606941695,19.198296899741628,1155.321041841135
252.70259320891373,0.07536988257358793,145.6476784551577,190.0106190150164,132.60493541691898,69.75858034525591,5057.2416499588335
303.259287260141,0.13061566474926925,48.230943933480525,195.90037043683006,55.15174630516469,8.688469693319828,1768.7548003796753
141.87493465513435,0.022624727190049425,42.7101451661784,179.1903773429265,67.45298946842793,21.322530231716936,1582.3155525177324
388.2821399555218,0.0037416937035160158,66.4013032641131,30.920579940514838,190.5334569024494,24.30042339726282,3506.2491866714067
357.25913641674686,0.05041055532917326,180.9621344513127,176.28463448037118,99.6078489620646,94.37250312840702,461.6802476600728
311.3755604797974,0.09185291727581639,160.31099641529082,168.53424128378583,64.09776697379382,13.6029524739753,4050.4798553863598
77.93601927000182,0.079420322859525,189.64399677108273,174.861742672641,107.67948443101847,4.212821109694351,8614.40655438995
186.74172939044095,0.16225020849941982,132.13265747645167,34.57869533771583,91.82605812295515,89.66285836172591,57.90685394144855
17.61712593831279,0.07618969119437197,134.26969465125708,27.774406415796918,151.31522672283901,7.812376320238801,3003.608352667529
61.80036787781238,0.1065577947410127,98.60604488811231,185.1427315188959,193.1808991683586,86.72079115923458,6165.58491903118
273.2512764016576,0.11910960289599626,181.5113330565602,38.89619658122838,126.51273640238453,61.55022904113589,2052.2263561694417
297.93038614753607,0.00534444693751651,104.62104410771416,76.88123755330723,126.40649364864471,53.454764787757064,3230.3368044240638
387.0071420004406,0.10351154199239161,74.23671380502981,93.91704565134175,85.67009457022695,72.64725827012344,534.0382979567878
130.39756071944694,0.06962142062036873,129.87312693394472,29.266292926765065,121.63356775555316,69.8598852862855,1220.9985079915452
148.24683644334405,0.08483474540896768,111.49720121318788,9.023686166346746,77.47919594968488,2.157880836014508,625.7973905675134
187.87536892919556,0.020957192300554803,29.183863985429618,198.84764160458764,99.9412721447358,20.196573376221547,2023.6671627675096
75.86959649780584,0.1567812925640804,81.58145571292376,175.9481627428174,175.8973111181273,93.60786990936015,4112.901506028573
52.05560998365511,0.188538445910896,66.0984551634236,182.90589622337427,97.29993539390694,88.62511591481079,358.19563459819886
190.3343999977509,0.005431495305290401,170.1325861271707,60.48979850806311,108.5759273097194,58.451804733664744,2233.8925548183943
90.84104868544854,0.12067317979945824,78.87429860975621,47.91980668536062,47.507046446554554,35.03016477666708,357.76006719422753
267.95861647353587,0.15300496939038327,165.20327036458406,88.0439788442082,170.67989241297056,48.99064422698351,6767.239188630981
174.91705235704504,0.057676710141328,91.26597081068438,93.39727695071133,50.66067266796627,-8.35693613489443,2683.390159678528
333.0880106035292,0.15772356138778015,151.93260987189396,6.0918905785269235,93.91180858117687,44.941645213998726,286.0272452676103
280.13601429069945,0.12683865510249395,31.379976059682033,156.95435694916742,171.24779847149864,58.61465244259118,2911.0558323800105
125.01541988867821,0.18590336382194295,185.30679283340015,199.35007243769337,102.4009292384335,62.45768296524433,3356.6314827597857
332.92069457794094,0.1962199574594008,98.70917870578906,108.09471966990743,187.60742038396347,26.535341155644424,8065.175344492172
321.92526656297105,0.009426876685742255,55.660657897129745,80.71044552742799,57.67657461572414,41.84105853229044,521.157759222307
155.05260377416676,0.08954261444437424,52.09047324113734,81.58661917813464,148.74190939185883,59.99416673288319,2770.6155240360804
115.4024087617046,0.10985056972806542,56.690071272119525,23.735040773559632,196.03973424111095,37.113606130269986,2617.2111215403575
273.02995203959273,0.030201903408322846,76.51121371900369,56.90155458098229,118.93045469965595,95.83487188818776,750.9584112804644
55.98701819536299,0.06792088025504499,144.91630887174526,102.91589378375308,144.59310175591872,67.59863208372003,4318.166660237582
80.04329016979581,0.1975418421035359,190.17259336565473,89.21036022126599,90.78079872818152,-9.859887912402046,5314.842633172511
3.0441716734271043,0.004229860812151818,135.46229887410826,111.28177541990648,155.2407211505844,-7.439257036952169,9161.033174111353
314.79105856310514,0.09104907837335244,111.69742283409964,170.5678014842943,183.59733017427124,65.93302238152118,7789.8796459340665
265.9738575511537,0.16868826972192105,92.47657256334126,48.92224902642434,146.55000206909526,35.3909607300053,3485.8796845216975
282.0956349126714,0.0654563512811384,166.4979210723352,10.39451527673083,188.46716804857627,82.3418044133493,1035.9485289981599
312.31353950568496,0.09647990204827551,170.68315447698362,12.453961830134446,125.95747735861573,9.031695043488824,1352.3143643161093
183.62041863778214,0.19563110341180803,62.14234651439963,31.162917034837385,123.88473928117332,-8.479039454247895,2687.7575688610664
227.53960426156218,0.09550049045866509,190.91694848741886,116.24418203685849,74.83292985964796,32.68905851250835,2955.3554581122376
56.00481955125021,0.027053341117153313,82.04749582524451,162.59603795739534,147.73294840948145,70.96705147381938,4078.6653658260193
45.90057640703578,0.01129257684161182,161.01522349234793,177.92715815972315,178.75145391610798,96.89005067153255,6778.349686852722
267.39434442000965,0.18913789791554975,193.5298762260355,128.84707438511938,136.33692070320762,87.2019267286161,3603.4250714084283
188.49137283663867,0.05389607324173808,142.21332966684417,83.61293422792423,61.947059707744934,43.248207313085274,969.9834830595007
226.1379189818274,0.10130871740634564,36.50239165798278,35.13036809044875,117.93964064990358,79.40990115160032,684.2571274442786
306.02304308066863,0.019049651451903755,119.29670625891652,83.27657619147841,156.0687350512547,-2.263649634562455,7741.321355984085
253.92385616823626,0.0853073689895704,28.16153900363779,69.8209511120178,189.0853966770955,52.94995823433717,2713.6058127845035
221.4764023231325,0.1860909983307747,158.88269777444063,174.65504676714187,91.67282543159172,48.18728891369971,3381.521977789252
223.72694358209085,0.10098018573255675,59.85645890540717,99.9102785950684,42.94947637398091,33.60236622398139,344.0615675502465
121.64964421523861,0.19425589520866327,140.56689049670362,49.10820049113312,95.61106926294272,94.32983544192308,44.0678819186752
12.424052043718968,0.05250829181024254,182.46748645538878,61.316208029077075,42.610010503269955,14.275360640201583,1089.1377316996466
174.7432839540217,0.1014045027010835,40.296920880683615,31.611682085824356,196.47720425092132,1.6197190486732875,3416.755732593971
85.91241066052972,0.17204662757005573,81.60727852722752,184.12416256848059,96.37478611086065,47.72385696898712,2471.1572473680108
163.470604625482,0.09020221855619502,131.18816367434542,14.817440016111366,116.04989343222289,89.79715591793467,346.9717006346778
341.3758889999396,0.05661798734046773,86.83342559785272,7.505018468399374,60.875800632698834,24.240714061921857,252.78420012735194
93.65240039754975,0.17123959732015845,39.08969361681947,40.682842037739405,100.84270223664727,78.01763513388477,439.0192698873671
23.4152664014575,0.07858800430564919,10.668964762915415,163.12043349257203,197.24490827501955,8.611699246830902,1827.5486567802316
112.6254184195964,0.10661393492098659,84.28663802188277,107.07602339306085,107.9636872460545,72.01274356010335,1623.0630547550693
117.50814373089676,0.19532888621661398,131.59576018347445,127.03944103851234,51.27296355261741,21.588306644807517,1732.615545046513
264.8004142392853,0.03811017565641692,116.92692058973529,74.75767670606828,63.6549554451135,9.251867293380943,2464.709066147003
222.8571577212772,0.06097872670731696,35.467041753325276,18.392207182088157,196.12186948613075,68.98959743813694,1534.6787063621227
313.58089382165474,0.0071828504138981486,92.8852215541404,171.9508416859728,198.03215241393184,68.513172480207,7800.235171854417
265.75898477692226,0.0789757042721005,77.0468540053443,42.41938306445445,57.88875615890702,46.69787520577843,303.68399136724713
162.6141058898842,0.040836502686387055,58.469468447212975,11.446544106297363,130.7475358118936,14.801440140694211,1107.236157075481
325.62675182794726,0.13632695214617038,147.2078925527759,116.67730650697277,33.8434994909746,4.55232814694962,1855.9364930010083
66.87247067109078,0.037082970294404625,65.38214585530095,21.24139797499721,123.93949564003324,95.29805533057682,455.15265039709163
9.182558046230804,0.13528773772876806,110.32768070494069,23.67356111266767,62.139379208507066,42.66572626755874,294.884470968069
36.11013952417914,0.05343161020967422,185.02858937757523,161.0735211390924,167.35907425567842,79.01656319307224,6747.514880378831
288.9715043035205,0.07168834899011876,110.15881653944857,100.86386991700911,189.123497768404,66.66675819552657,6364.617136468844
184.8047043775298,0.0704232697572331,125.31946748130935,52.09414818819289,81.24210317115178,51.137625448906874,1092.4562778970235
64.59258443553735,0.14363359828255828,19.282967302672525,72.98215255510615,103.28819034706832,7.873990172381578,1407.6024949507269
200.46780556383507,0.09383534336453028,39.73615802963858,147.20199087441844,44.66452470017489,38.36773972543415,194.18061488816736
